names,År,FV_NetID,Ellev (el/varme),CO2 - El&Varme,Varme_Lev_til_net,Kul,Olie,Gas,Affald (fossil),Halm,Skovflis,Brænde,Træpiller,Træaffald,Affald (bio),"Biobrændsler
(bioolie)",Biogas,Overskudsvarme,Solvarme,El,CO2 - Varme,CO2 - El,andel kraftvarme,andel kedler,andel andet, kraftvarme - andel   Kul, kraftvarme - andel   Olie, kraftvarme - andel   Gas, kraftvarme - andel   Affald (fossil), kraftvarme - andel   Halm, kraftvarme - andel   Skovflis, kraftvarme - andel   Brænde, kraftvarme - andel   Træpiller, kraftvarme - andel   Træaffald, kraftvarme - andel   Affald (bio)," kraftvarme - andel   Biobrændsler
(bioolie)", kraftvarme - andel   Biogas, kedler - andel   Kul, kedler - andel   Olie, kedler - andel   Gas, kedler - andel   Affald (fossil), kedler - andel   Halm, kedler - andel   Skovflis, kedler - andel   Brænde, kedler - andel   Træpiller, kedler - andel   Træaffald, kedler - andel   Affald (bio)," kedler - andel   Biobrændsler
(bioolie)", kedler - andel   Biogas,Andet - andel overskudsvarme,Andet - andel solvarme,Andet - andel varmepumper og elkedler,forsyid
Aabenrå - Rødekro - Hjordkær Fjernvarme,2020,117,0.0,0.0024158388842392,939672.44,0.0,3.260241409229795e-05,0.0,0.0,0.2249672236848832,0.7494813831083521,0,0.0003197656834545,0.062053538571377,0.0,0.0001012932761973,0.0,0.0,0.0,0.0,0.0024158388842392,0.0,0.0673128180709439,0.932687181929056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,2.6809982763872252e-05,0.0,0.0,0.2102948662497908,0.731296956059126,0,0.0002957484652001,0.0579900678624258,0.0,9.555138069314616e-05,0.0,0.0,0.0,0.0,36152710
Aabenrå - Rødekro - Hjordkær Fjernvarme,2021,117,0.0,0.0022791934596521,1134789.552,0.0,3.075834628410466e-05,0.0,0.0,0.219597545254805,0.6617190814601365,0,0.0033692590782682,0.0679077454178041,0.0,0.00031323067733,0.0,0.0,0.0,0.0,0.0022791934596521,0.0,0.0608655586212164,0.9391344413787832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,2.8389282940516687e-05,0.0,0.0,0.2144463522446939,0.7156728168302136,0,0.0032226102115802,0.0663328519340789,0.0,0.0002969794964928,0.0,0.0,0.0,0.0,36152710
Aabenrå - Rødekro - Hjordkær Fjernvarme,2022,117,0.0050127420640385,0.1979641414559649,1046387.772,0.0,0.0026715808563558,0.0,0.0,0.3869206147412816,0.589470000037424,0,0.0004482086015814,0.0571547198852396,0.0,0.0014652407463339,0.0,0.0,0.0,0.0,0.1979641414559649,0.0,0.0592954176838373,0.9407045823161626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0025334284410269,0.0,0.0,0.3810235253044646,0.5582963312462168,0,0.0004892325142531,0.0562721500841848,0.0,0.0013853324098535,0.0,0.0,0.0,0.0,36152710
Aabybro Fjernvarme,2020,329,0.0,0.8277631554558766,194223.6,0.0,0.0,0.0145502400326221,0.0,0.0,0.7137217104409557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717280495264221,0.0,0.8277631554558766,0.0,0.0,0.7282719504735778,0.2717280495264221,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01997913008068,0.0,0.0,0.98002086991932,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17779710
Aabybro Fjernvarme,2021,329,0.0,1.3385089233878376,215542.8,0.0,0.0,0.0235280176373323,0.0,0.0,0.7220607693692389,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217694119219013,0.0,1.3385089233878376,0.0,0.0,0.7782305880780986,0.2217694119219013,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0302607575920163,0.0,0.0,0.9697392424079836,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17779710
Aabybro Fjernvarme,2022,329,0.0,0.0,212356.8,0.0,0.0,0.0,0.0,0.0,0.7061558659765074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545772021428086,0.0,0.0,0.0,0.0,0.7454227978571912,0.2545772021428087,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17779710
Aakirkeby og Lobbæk Fjernvarme,2020,69,0.6988756228932151,0.6359960088242529,110749.32,0.0,0.0085829420893961,0.0,0.0,0.0,0.586095697923924,0,0.0096388853674225,0.0,0.0,0.0,1.760355837850743,0.0,0.0,0.0,0.6359960088242529,0.0,0.6359178426308891,0.3640821573691107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0155773345726994,0.0,0.0,0.0,0.970199067980062,0,0.0142235974472385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31582148
Aakirkeby og Lobbæk Fjernvarme,2021,69,0.4801156271899089,1.0175455695709723,123292.8,0.0,0.0137320589685691,0.0,0.0,0.0,0.5880908860858055,0,0.0415879921617483,0.0,0.0,0.0,1.2093904753562252,0.0,0.0,0.0,1.0175455695709723,0.0,0.5146950951146756,0.4853049048853244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0217251108424022,0.0,0.0,0.0,0.9118450221684804,0,0.0664298669891172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31582148
Aakirkeby og Lobbæk Fjernvarme,2022,69,0.5519467190465513,0.0116579586161015,113997.96,0.0,0.0001573273767355,0.0,0.0,0.0,0.50025105712418,0,0.000153511518978,0.0,0.0,0.0,1.390250597466832,0.0,0.0,0.0,0.0116579586161015,0.0,0.5172862439165149,0.482713756083485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0002455153420402,0.0,0.0,0.0,0.999514306605964,0,0.0002401780519958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31582148
Aalborg Fjernvarme,2020,295,0.339501931864156,99.3012769357021,6404920.901000001,0.8621762553359301,0.0042835629664318,0.0762369675565802,0.1435002030792448,0.0,0.0003209229328154,0,0.0021460920770862,0.0350554055968036,0.1753891370968548,2.4741289150855663e-05,0.0077686017936976,0.278521940797345,0.0,0.0425738610382254,26.125705198318645,73.17557173738345,0.619311130266277,0.0716645224738183,0.3090243472599046,0.5718003063272236,0.0027835376277347,0.001430687011855,0.1704436719931314,0.0,0.0,0,0.0,0.0416187783684355,0.2083200435471606,0,0.003602975124459,0.0,0.009307531907465,0.9595737243308996,0.0,0.0,0.0040070189034812,0,0.0267959395922649,0.0,0.0,0.0003157852658892,0.0,0.8645322086428826,0.0,0.1354677913571174,5
Aalborg Fjernvarme,2021,295,0.429187207630909,109.36669253559717,7055113.990000001,0.9984812906947292,0.0087491863193154,0.0320301833138772,0.1375410488583757,0.0,0.0026110629858157,0,0.0,0.0262098410120798,0.1681057263824592,0.0010987490791768,0.0069657773169445,0.2393442547340046,0.0,0.0320536091012187,28.45280465042993,80.91388788516724,0.7022470118133648,0.0366157665938415,0.2611372215927936,0.6440723473093195,0.0018069892312744,0.0013624198548057,0.1446701580118271,0.0,0.0,0,0.0,0.027652017251164,0.1768190820144553,0,0.0036169863271539,0.0,0.1595457885188943,0.7498677674953939,0.0,0.0,0.0630957293254402,0,0.0,0.0,0.0,0.0274907146602717,0.0,0.8781421577649549,0.0,0.1218578422350451,5
Aalborg Fjernvarme,2022,295,0.4382848010607495,111.31452157119736,6431816.129000002,0.9980976618047576,0.0380783485158985,0.0295903471932103,0.1370136309286897,0.0,0.003319581836883,0,0.0,0.0333597244847482,0.1674611044683985,0.0,0.0073026658501978,0.203204036587284,0.0,0.0304103626218572,30.768037154767253,80.5464844164301,0.7125406206373559,0.0622817561780473,0.2251776231845967,0.6460110442100903,0.0021291058464321,0.0015631426917715,0.1408339615545707,0.0,0.0,0,0.0,0.034307417458377,0.1721303974555864,0,0.0030249307831717,0.0,0.5253244502709995,0.426954578273326,0.0,0.0,0.0477209714556743,0,0.0,0.0,0.0,0.0,0.0,0.8654935431690878,0.0,0.1345064568309122,5
Aars Fjernvarme,2020,334,0.0790274547669089,42.54388717360352,482305.752,0.0,0.0,0.0046551408327388,0.4476605951819541,0.0098309007934037,0.0,0,0.0050804909330627,0.1791744959326133,0.5471407274446107,0.0,0.0,0.0,0.0,0.0019779983880432,24.574984263065936,17.96890291053758,0.6426118177417052,0.3554101838702516,0.0019779983880431,0.0,0.0,0.0008846231222085,0.3778245117092572,0.0082848121890746,0.0,0,0.0,0.1512205386681451,0.4617855143113144,0,0.0,0.0,0.0,0.009359525836668,0.3692727219323375,0.008137202915131,0.0,0,0.0140920025050582,0.1478052200046151,0.4513333268061903,0.0,0.0,0.0,0.0,1.0,54442912
Aars Fjernvarme,2021,334,0.0752441540855688,35.71032778211526,516613.1040000001,0.0,0.0,0.0225938101639791,0.3644996391729157,0.001543708422851,0.0,0,0.0372687023440272,0.2840049910929089,0.4454995589891192,0.0,0.0,0.0,0.0,0.0031218720305631,20.891623832599084,14.81870394951618,0.6548126584106159,0.3420654695588209,0.0031218720305631,0.0,0.0,0.0147177762642601,0.3278138383156336,0.0013964593776341,0.0,0,0.0,0.2554105681011422,0.40066135794133,0,0.0,0.0,0.0,0.0151797886392582,0.2906474090985779,0.0012137297196022,0.0,0,0.111239815155098,0.226483535155868,0.3552357222315953,0.0,0.0,0.0,0.0,1.0,54442912
Aars Fjernvarme,2022,334,0.0896106909078869,37.564182149476885,471881.196,0.0,0.0011587305335218,0.0074781441386361,0.3922594321813155,0.0039331933879391,0.0,0,0.0149621876435186,0.3458484919157491,0.4794281948882745,0.0,0.0,0.0,0.0,0.0032804867265785,20.46226759796304,17.101914551513843,0.6839280792193297,0.3127914340540918,0.0032804867265784,0.0,0.0,0.004383812243441,0.3197259013106061,0.003204483795721,0.0,0,0.0,0.28190970104838,0.390776101601852,0,0.0,0.0,0.0038597457421455,0.0067038844529929,0.3015175541112594,0.0030270165174898,0.0,0,0.050560839958722,0.2658095041925175,0.3685214550248726,0.0,0.0,0.0,0.0,1.0,54442912
Ærøskøbing Fjernvarme,2020,94,0.0,0.0,51361.4,0.0,0.0,0.0,0.0,0.7797489943809942,0.0,0,0.0981281662883021,0.0,0.0,0.0,0.0,0.0,0.1937330368720478,0.0,0.0,0.0,0.0,0.8062669631279521,0.1937330368720479,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.8942068532515515,0.0,0,0.1057931467484484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24513718
Ærøskøbing Fjernvarme,2021,94,0.0,0.0,51321.600000000006,0.0,0.0,0.0,0.0,0.8988476586856216,0.0,0,0.0456922621274473,0.0,0.0,0.0,0.0,0.0,0.175084175084175,0.0,0.0,0.0,0.0,0.8249158249158249,0.175084175084175,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.949404761904762,0.0,0,0.050595238095238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24513718
Ærøskøbing Fjernvarme,2022,94,0.0,0.0,47059.2,0.0,0.0,0.0,0.0,0.8575050149598803,0.0,0,0.0356997144022847,0.0,0.0,0.0,0.0,0.0,0.1988984088127295,0.0,0.0,0.0,0.0,0.8011015911872705,0.1988984088127294,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9633307868601988,0.0,0,0.0366692131398013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24513718
Agersted Fjernvarme,2020,280,0.0290789285202693,10.145220348087667,25131.6,0.0,0.0,0.1783304684142673,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.8637730984099699,0.0,0.0,6.562169005873085,3.5830513422145827,0.0416845724108294,0.0945423291792006,0.8637730984099699,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19774015
Agersted Fjernvarme,2021,280,0.0586776812371145,14.664942809399836,25249.464,0.0,0.0,0.2577771631112645,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.8406356665630605,0.0,0.0,7.284128523441132,7.380814285958705,0.0626498843698226,0.0967144490671168,0.8406356665630605,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19774015
Agersted Fjernvarme,2022,280,0.0376562819298147,11.74409812554571,19378.44,0.0,0.0,0.2064351929257463,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.8452692786416245,0.0,0.0,7.311150779319699,4.432947346226012,0.0524438499693473,0.1022868713890282,0.8452692786416244,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19774015
Allingåbro Fjernvarme,2020,219,0.0,73.50948723496322,1164.744,0.0,0.9920308668685994,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.50948723496322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18027410
Allingåbro Fjernvarme,2021,219,0.0,0.7851946541568648,65804.4,0.0,0.0105964190844381,0.0,0.0,0.0,0.8372648485511607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7851946541568648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0084917118004267,0.0,0.0,0.0,0.9915082881995734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18027410
Allingåbro Fjernvarme,2022,219,0.0,1.3473630880700065,59788.8,0.0,0.018183037625776,0.0,0.0,0.0,0.919794526734104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3473630880700065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0183303227360308,0.0,0.0,0.0,0.9816696772639693,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18027410
Als Fjernvarme,2020,292,0.0,0.0,45561.6,0.0,0.0,0.0,0.0,0.4713289261132181,0.0,0,0.0,0.4143620943952802,0.0,0.0,0.0,0.0,0.2067793931731985,0.0,0.0,0.0,0.0,0.7932206068268017,0.2067793931731982,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5321595400646784,0.0,0,0.0,0.4678404599353216,0.0,0.0,0.0,0.0,1.0,0.0,11304028
Als Fjernvarme,2021,292,0.0,0.0,46393.2,0.0,0.0,0.0,0.0,0.38568152229206,0.0,0,0.0,0.4569419656328945,0.0,0.0,0.0,0.0,0.196244277178552,0.0,0.0,0.0,0.0,0.8037557228214481,0.1962442771785518,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4577151335311572,0.0,0,0.0,0.5422848664688427,0.0,0.0,0.0,0.0,1.0,0.0,11304028
Als Fjernvarme,2022,292,0.0,0.0,57301.2,0.0,0.0,0.0,0.0,0.4466311351245698,0.0,0,0.0,0.4048780828324712,0.0,0.0,0.0,0.0,0.1897342464032166,0.0,0.0,0.0,0.0,0.8102657535967833,0.1897342464032166,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.524517087667162,0.0,0,0.0,0.475482912332838,0.0,0.0,0.0,0.0,1.0,0.0,11304028
Ans Fjernvarme,2020,243,0.3075482007649675,78.92882008508313,46119.600000000006,0.0,0.0,1.3873935680274765,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.59980643041136,32.32901365467177,0.402514758874492,0.5974852411255079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11271715
Ans Fjernvarme,2021,243,0.6528657834101383,101.36148812644012,49996.8,0.0,0.0,1.7817101094470047,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36421538018433,67.99727274625577,0.8512005649717514,0.1487994350282486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11271715
Ans Fjernvarme,2022,243,0.5824971642963093,97.87096787976616,41259.6,0.0,0.0,1.7203545065875578,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96022828810749,60.91073959165868,0.7493687931324693,0.2506312068675307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11271715
Ansager Fjernvarme,2020,139,0.0,0.0453690320804481,48818.52,0.0,0.0006122676394122,0.0,0.0,0.0,0.9818404982371444,0,0.023300583467094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453690320804481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0004068028861594,0.0,0.0,0.0,0.976255557855221,0,0.0233376392586195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62749814
Ansager Fjernvarme,2021,139,0.0,0.0443997935333854,53877.95999999999,0.0,0.0005991874970767,0.0,0.0,0.0,0.94524737016769,0,0.0198132965687639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443997935333854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0003942242802066,0.0,0.0,0.0,0.979720835755474,0,0.0198849399643193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62749814
Ansager Fjernvarme,2022,139,0.0,0.0,47235.600000000006,0.0,0.0,0.0,0.0,0.0,0.9636401358297556,0,0.0154121044297097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849110698008664,0,0.0150889301991335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62749814
Arden Fjernvarme,2020,272,0.0536868863632177,27.216683416840127,78173.28,0.0,0.0,0.4784089192624385,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6131762668778896,0.0,0.0,20.83982550150128,6.376857915338847,0.0811704459631219,0.3056532871589883,0.6131762668778897,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70874814
Arden Fjernvarme,2021,272,0.1805004425946596,41.86765149266769,86340.852,0.0,0.0,0.7359404375578782,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5196891038323318,0.0,0.0,20.649827264247985,21.21782422841971,0.2670732505627811,0.213237645604887,0.5196891038323319,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70874814
Arden Fjernvarme,2022,272,0.0851258163218705,26.17369461433073,78829.2,0.0,0.0,0.4600754897931223,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6814632141389232,0.0,0.0,15.583988871534912,10.589705742795816,0.1281910764031602,0.1903457094579166,0.6814632141389232,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70874814
Århus Fjernvarme,2020,206,0.3156834790279018,27.434646526990477,11215978.002774404,0.141512283570151,0.0195706915908872,6.1185034406295026e-09,0.1334443044672316,0.223914250896395,0.0602340838964632,0,0.6088834386071075,0.0011738610754,0.1630985943488386,0.0,0.0140709789160572,0.0157934453826659,0.0,0.0349579815432067,10.397430321919188,17.037216205071285,0.8613265307044581,0.0881607594248659,0.0505127098706759,0.0904937732035516,0.0098010090362101,0.0,0.123863777345425,0.1984874083292938,0.0070485144738441,0,0.4117662122757233,0.0007994331742996,0.1513890611999639,0,0.0063508109616882,0.0,0.0532651590890245,6.529685933373131e-08,0.10894560398529,0.0,0.6247117885007106,0,0.0682834625435463,0.0051238661318588,0.1331557382042434,0.0,0.0065143162484668,0.2958004450644544,0.0,0.7041995549355455,4
Århus Fjernvarme,2021,206,0.3506173117236295,18.36775080182856,12350096.0144,0.0621534172826419,0.0151166231590502,5.55663696217296e-09,0.1201602666302911,0.2219763556459646,0.0585198235833401,0,0.7162154797438604,0.0006175660489689,0.1468625481036891,0.0,0.0067905770855721,0.0176161788334541,0.0,0.032626989420177,8.046635031835665,10.321115769992891,0.8647550258177716,0.0845459426212152,0.050699031561013,0.0508746647856738,0.008056076721907,0.0,0.1107622641998169,0.180324671776784,0.0076673239425714,0,0.5039006309735679,0.0004704777726911,0.1353761006886651,0,0.0025677891383226,0.0,0.0405866522649966,6.256416760896494e-08,0.0999460353306396,0.0,0.6253231284684615,0,0.1059679383708827,0.002346146453571,0.1221562654041151,0.0,0.0036737711431654,0.3283126973619958,0.0,0.6716873026380041,4
Århus Fjernvarme,2022,206,0.3188975209117053,36.740489765612,11262013.346800003,0.2275618554373766,0.0326391600203762,6.093493044873646e-09,0.1357944836865729,0.256658845624886,0.0593720702870584,0,0.427360987295459,0.0007068451932053,0.1659710356169225,0.0,0.0068232517253972,0.0166576456822708,0.0,0.0354634981953278,14.447617240559833,22.29287252505217,0.8514995804196934,0.0964749166598663,0.0520255029204402,0.1755709441179124,0.0144913337727855,0.0,0.1236685749280583,0.2242656889198409,0.003735956127766,0,0.3037469320031253,0.0005493788453778,0.1511504804676269,0,0.0028207108175065,0.0,0.1184599149008288,6.08356229748643e-08,0.0951069815093909,0.0,0.6191006072157972,0,0.0426698578873085,0.0023569758199094,0.1162418662892555,0.0,0.0060637355418863,0.3032665446927026,0.0,0.6967334553072974,4
Arnborg Fjernvarme,2020,166,0.0,1.5065942184154175,23817.0,0.0,0.0203319057815845,0.0,0.0,0.0,0.0,0,1.085254230171726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5065942184154175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0180543309400848,0.0,0.0,0.0,0.0,0,0.9819456690599152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27837417
Arnborg Fjernvarme,2021,166,0.0,1.426349696132226,24150.636,0.0,0.0192489837534713,0.0,0.0,0.0,0.0,0,1.1306079061437555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426349696132226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0163911211282386,0.0,0.0,0.0,0.0,0,0.9836088788717614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27837417
Arnborg Fjernvarme,2022,166,0.0,1.181829779166414,22548.744,0.0,0.0159491198268072,0.0,0.0,0.0,0.0,0,1.080869515392964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181829779166414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0133854018653988,0.0,0.0,0.0,0.0,0,0.9866145981346012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27837417
Aså Fjernvarme,2020,281,0.1522668294916806,38.33214505419019,47167.20000000001,0.0,0.0,0.6737940772401159,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224087925507555,0.0962448481147916,21.483782069149743,16.84836298504045,0.1872828877813019,0.2880229572572119,0.5246941549614861,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4231786133960047,0.5768213866039953,54300514
Aså Fjernvarme,2021,281,0.1518442767473023,24.41362189294026,51044.4,0.0,0.0,0.4291373157486423,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737075957401791,0.2101699696734607,7.7738405557514625,16.6397813371888,0.178484273318872,0.0430450108459869,0.7784707158351409,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2196865548529007,0.7803134451470992,54300514
Aså Fjernvarme,2022,281,0.1679253462319468,24.68316946390137,47335.32,0.0,0.0,0.4338753641044361,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984226577532379,0.1993352955044985,6.272558735844608,18.410610728056767,0.2021148638178236,0.0059549724388822,0.7919301637432942,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510407590279795,0.7489592409720206,54300514
Assens (v. Mariager) Fjernvarme,2020,209,0.0,0.3058478487833628,71262.0,0.0,0.0041275013331088,0.0,0.0,0.0,1.0486486486486488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058478487833628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0037888355645364,0.0,0.0,0.0,0.9962111644354636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61877215
Assens (v. Mariager) Fjernvarme,2021,209,0.0,0.1341858633589289,79232.4,0.0,0.0018108753489733,0.0,0.0,0.0,1.0168567404243718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341858633589289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0016811304466354,0.0,0.0,0.0,0.9983188695533644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61877215
Assens (v. Mariager) Fjernvarme,2022,209,0.0,0.0,72273.6,0.0,0.0,0.0,0.0,0.0,1.0204223948993822,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61877215
